feedback,sentiment,category
"Recently, the buttons are difficult to find This is frustrating.",neutral,ui
I am having trouble because i am happy with the assistance I received This is frustrating.,positive,support
"Honestly, i am unable to access my account Can you fix this?",neutral,login
"Today, i was charged but the order was not placed",neutral,payment
The login page is not working Can you fix this?,negative,login
"Unfortunately, please add notifications for price changes Please help.",neutral,feature_request
"Recently, the support team solved my issue quickly",negative,support
"Honestly, the support team solved my issue quickly I need assistance.",negative,support
"Recently, the login page is not working Can you fix this?",negative,login
The support experience was disappointing This happens repeatedly.,negative,support
I noticed that can you add fingerprint login Can you fix this?,neutral,feature_request
"Honestly, the login page is not working I need assistance.",negative,login
"Unfortunately, the OTP is not arriving during login Can you fix this?",negative,login
I noticed that i would like to schedule deliveries,neutral,feature_request
"For some reason, the app shows an error after checkout Please look into it.",negative,bug
I noticed that it would be great to have a dark theme Please help.,neutral,feature_request
"Honestly, please provide an option to change the language This is frustrating.",neutral,feature_request
I noticed that the navigation is difficult to understand I need assistance.,negative,ui
"Honestly, the support team did not resolve my problem This is frustrating.",neutral,support
I noticed that the app takes too long to load Can you fix this?,negative,performance
I am having trouble because it would be useful to have a wishlist,neutral,feature_request
"Honestly, the app shows an error after checkout Please help.",negative,bug
